,Review Text,labels
15254,"Amazing ambiance, delicious fish & chips, luscious & unique drinks (gummy bear-Best), appetizing desserts ...great place to hang out...Love this place every time I check in.. Best of luck to Manhattan team..& keep the amazing taste preserved till infinity",Positive
15256,"Yesterday's azan was at 6.46 PM. The restaurant had served tang and iced tea beforehand. After the azan, everyone around us had food, except 3 tables. I figured they'd be 4/5 mins late. But nope, we waited there till 7.05 PM and got no food, while there was a table of around 15 people who'd received their second servings by that time. One time, a waiter came to our table with food, we got really excited because we'd been somewhat fasting for an extra 15 minutes, but then the ...waiter went back because that food wasn't for our table; such a tease, innit. At around 7 PM while everyone there was eating their fish and chips and we were sitting with our glass of iced tea, they brought us some really unappetizing, complementary soup. I lost it at that point and asked why they are seating people if they can't make enough food. To which they replied ""Amra chai na kono customer mon kharap koruk."" Bro you aren't serving people food for iftar, I think that's enough for me to ""mon kharap."" So then we left the place, as soon as we get on the lift they say ""Apnader food chole ashche."" As if I'm ever going back. We went to BFC and had super wholesome fried chicken. No ragrets, but f u, The Manhattan FISH MARKET Bangladesh. There was more weird shit before this, of course. I'd asked on Facebook whether or not the restaurant takes reservations, and they'd replied that they don't have any booking system in their outlets. They said that they serve people on a ""first come, first serve"" basis so it'd be best if we show up at least 45 minutes before iftar. I called the number given on your Facebook page and website again today at around 3 pm to check if you really don't take bookings. The cellphone was switched off. So we went to the Dhanmondi outlet at 5 PM today, and they told us they couldn't seat two people because all seats were booked. I told them that whoever manages their social media doesn't know that they take bookings, and if I show up at 5 at a virtually empty restaurant that serves iftar ""first come, first get,"" then I should get a table. Then they found us a table, lol. They took our order for an iftar platter at around 6 pm. After 15 minutes or so, they came to confirm it, and their receipt had the items ""garlic mussels, water"" whereas we'd ordered fish and chips and chicken tenders. We told them that they'd taken a completely wrong order for some reason. I mean, I'd understand if they'd thought we ordered grilled fish instead of fried, but mussels???? What??? But then we got no food at all because MUSSELS KHAIBI NA TOH MANHATTAN FISH MARKET AISOS KEN",Negative
15258,This was my first visit to MFM and my experience was awful. I ordered chicken mussels calamari and for drinks I ordered sunset by the bay and lemongrass cooler. The drinks were so disgusting that we both could not take the second sip of those. The drinks were smelling like cockroach and cough syrup and the chicken was smelly too. The spice in the mussels was not good at all. The only good thing was the fries. I would not recommend this place for anything. We ordered coleslaw which was not served and thank God for that. We had some issues with the bill as well. They should improve the sincerity to their customers.,Negative
15260,Food & service is very good.just make the New place light open good luck,Positive
15262,This place is one of the only two decent seafood restaurants in Dhaka. This one provides a greater value for money and heartier portions. Did you ask for a single saucer of dipping? They'll give you 5 different sauces and an assortment of condiments. Did you ask for the menu? They'll land a 500 page illustrated epic noble of fishes and crustaceans on your table. Don't miss out on their chowder of the day.,Positive
15264,It is my frist eexprience in MFM.The manhattan fish market is best... and there food quality is awsome... fried giant is best....,Positive
15266,"This was my second time visiting the restaurant after a year, and the service was even better than the last time! Loved the food and ambiance. Just the con, please do work on the lighting at the corner tables. It was bit darker for which we had to switch to the window side table. Thank you.",Positive
15268,I love this place. This is the best restaurants in Bangladesh,Positive
15269,The texture and the quality of the seafood is really good #manhattanfishmarket #bukit indah,Positive
15270,I have been regular customer of MFM. But recently the cooking is degraded. The frying of fries (potato) needs special attention. The quality is so poor that one can compare this with road side stalls. Need to catch up. Capamari fries also need to be beter,Negative
15272,Manhattan fish is the best seafood restaurants,Positive
15274,a must for fish & chips lovers mussels' taste is average 😅,Positive
15276,"Not too bad not great either...they have gone really sloppy with their salad...it feels like the salad guy doesn’t want it to be ordered n leaves a bad taste ok the mouth. Fish n chips r great but salmon is rubbish, dry n tastes poor. N it was very nice of them to serve my entree after I was done with my mains as in their first attempt there we’re flys in entree🙄🙄🙄. Still I think the value for money n taste I would choose this any day over fish n co.",Negative
15278,"The food was awesome and delicious. it was a great experience, the place was nice and cool, and the stuffs were so friendly. I want to go there again and again. I think one should give it a try...",Positive
15280,"Fish n Chips is not typically prepared internationally the way here itz done...there was a starwberry.... what the full name I forgot,iz priced good..on top of that strawberry desert.they keep a marshmellow n melt it by fire,which may look apparently a very interesting thing for many a ppl who iz not known to it..but at an international level itz very cheap using a marshmellow only. but amount is good overall",Positive
15282,Cause apparently using the washroom for more than 10mins means you are a yabakhor,Negative
15284,Worst seafood I have ever insulted my mouth with..... cooking skill is disastrous....!!!,Negative
15286,I was wrongfully harassed and physically assaulted by the employees today.,Negative
15288,Food is Osam and service is very good,Positive
15290,"though I'm not a seafood lover, but still I've become a fan of their Salmon soup. Rudolph Punch was outstanding, both to watch & taste! Best enough, among soups and punches I've tasted in recent times! <3 other foods were average. They've a very cool music sense, I must admire :)",Positive
15292,Excellent food with a fabulous service.,Positive
15294,I like eat at the manhattan fish market and good service at #THE MANHANTTAN FISH MARKET AEON BUKIT INDAH.,Positive
15296,Honestly Very disappointed. Overpriced. We ordered 5 items but dissatisfied. Very Small amount of food if I compare with money.Ya fish portion was tasty but half cup rice and rice was not properly boiled in one item. Waste of money on those diet food.,Negative
15298,Just I love it .Really The Manhattan Fish MARKET Bangladesh too good.��,Positive
15299,tea time please... thats good having here #manhattankulai,Positive
15300,The best seafood restaurant in the city so far. Love it!!,Positive
15302,I love it! #velocity,Positive
15304,The ONLY 'fish market' I will ever go to!� I absolutely hate fish but the way these prepare them is phenomenal! Absolutely delicious. The staff is also super helpful.,Positive
15306,"One of the best food place I have ever visited.... Delicious food,hygienic place and well behaved waiter makes this place even more better :)",Positive
15308,Food nice service excelent.mfm atc.,Positive
15309,Tried their creamy mushroom pasta and dory fish and to be honest I am really disappointed with the taste because I went there before and it was quiet good.,Negative
15310,"Had the creamy salmon penne, and it was good. 👍 Would like to try other menu items next time.",Positive
15312,they harass the customers.,Negative
15314,Abusive to customers,Negative
15316,The ultimate destination of Fish Lovers ... I just loved their items specially the Dory Fish �� it's absolutely mouth watering to me ... I hope they will maintain their consistency upon quality ��,Positive
15318,"Great to be here, such an awesome place for fish lovers...loved their service too ����",Positive
15319,Amazing restaurant. The food was above expectation and fabulous! The restaurant was well decorated and the best part is that they had outstanding food.Thanks for the amazing food!!!!,Positive
15320,Had tried once and really enjoyed the food and environment. Hope they will keep up their service & food quality.,Positive
15322,Good,Positive
15324,The food of MFM was fantabulous.Though it was my first visit today but I just loved it. Especially dory fish was very tasty. Rudolph punch drinks was simply outstanding...:),Positive
15326,Foods are very tasty. Wonderful place for hangout.,Positive
15328,Awesome foods and very efficient service indeed.!!!,Positive
15329,I love the place and also their food. Their service also upto the mark. Want to go again.,Positive
15330,Worth Trying.... A rare kind of quality fish restaurant.,Positive
15331,"Yummy,very crispy & fresh food. I just loved it ��",Positive
15332,Really shitty food. Steer clear. By imported Fish from some supermarket or such and cook it yourself; it will be better than this.,Negative
15334,5* For Rudolph punch drinks...Everyone must try..,Positive
15336,Seriously liked the food and their service...thank you...,Positive
15338,Just loving their sizzling ice cream � :),Positive
15339,Good food good place.,Positive
15340,Great food! Want to go there again n again. .......,Positive
15341,"Food is good, but quantity is less and high priced.",Negative
15342,Excellent Food..,Positive
15344,Most favourite place�,Positive
15346,666,Positive
15348,Not up to the mark. Refreshroom was not clean. Food quality has detoroited a lot.,Negative
15349,Very bad teste .. and price not satisfied with good amount .. fish and co is best,Negative
15350,I love their food and service.. Best sea food platter restaurant in town..,Positive
15352,"Not Bad. Price is a bit High, Need to Improvement.",Negative
15354,Good page Only for fishings lovers. Love it join us.,Positive
15356,Food was absolutely delectable. Good ambience and not to mention great behaviour. Would surely go again 😊,Positive
15358,just great food with great services.... And lovely decoration.,Positive
15359,Bangladeshe The MFM jy ni but Malaysia job korsi3y,Positive
15360,.... it was my first time but i actually didn't expect the taste to be like this .... the platter was not enough ... and the presentation was absurd as if like it doesn't mark up ... it doesn't make people feel the food ... the presentation is something you guys should work on and study on ... skills of cooking need to be level up ... skill development is needed ... still you have room to level up ... good luck .........,Negative
15361,I was so dissatisfied about the taste..i took a sharing platter which was just a waste of money n time I felt.,Negative
15362,Food's are really delicious! I also like the environment.,Positive
15363,Nice environment with excellent food... will visit again!!,Positive
15364,"Great ambience, fish lover's 'A Must Try' restaurant, we love enjoying every time we go like coming back for more!!",Positive
15365,There stuff behavior was too good and ambience as well.........just love their food �,Positive
15366,"Without a doubt, this is my favorite place to eat �",Positive
15367,"Just love it, and wish to go over and over again. food was so fresh and authentic. serving and food presentation was too good. whatever menu card looks like it's same in reality. moreover the food qty is also good as per cost. price is reasonable.... environment is good too.",Positive
15368,"I am not a fish lover. In fact I eat fish almost equal to zero. But my wife somehow convinced me to come here, and rest is one of the most pleasant restaurant experience. Food was perfectly fried,presentation was excellent and quantity was well measured.I will definitely come here again.",Positive
15369,Food was okay. Price is extremely expensive with extremely low quantity. I DON'T RECOMMEND.,Negative
15370,Bland oily food with AC not working. Not my thing...,Negative
15371,I am giving them a 5star because of their fabulous food and hospitality..guys over there are so friendly..I left my MacBook at my seat they ran to me and return it back..food are so yummy.Overall I like this place. Keep this up guys.,Positive
15372,"Waiting for takeaway in a full house, on a Thursday night, and all I can say is that service is still absolutely amazing. Fast cleanup, courteous hosts, efficient management of tables and not to mention the food is always great.",Positive
15373,"The smoothies and drinks arle awesome. I really liked the "" Spicy Baked Fish""",Positive
15374,Food and service was good enough. Like the environment also but there was a fly around our food( May be as a prove of formalin free fish 😀 ) Killed by electric bat. I'd like to visit once again. Good entertainment...,Positive
15375,Food - 9/10 Place - 9/10 Service - 8/10,Positive
15376,This restaurant is the first choice for me of any other res @Dhk .I just love their food.,Positive
15377,The environment and food was really good enough .. but they have to focus on their clients service .. it's important,Negative
15378,"Best Seafood restaurant in Dhaka. Nice ambience and food taste was awesome. I tried their fried giant and it was a combination of crispy fish fingers, fried calamary , crunchy prawns and cherry snappers. Will visit again.",Positive
15379,Not too much tasty. It was just good. But service and behaviour was best.,Negative
15380,Loved the food and the interior.service was good as they served exactly in the time they told � A bit pricey but ok for the quality and the ambience.will love to visit again,Positive
15381,"Great quality of food. Though I didn't tried fish I had chicken item, it was really very delicious.",Positive
15382,"I lyk diz place .... One of da bst seafood experience I ever had in Dhaka. If u want 2 eat some tasty seafood and spend some quality tym wid ur friendz or family, it could be a gud choice i think ...",Negative
15383,Mildly decent...,Positive
15384,"Food was good,specially mussel with garlic sauce,environment,service all are appreciative but I think amount of food could be more then it'll be 10 on 10.",Positive
15385,"I used to be a fan of this place but now im disappointed as hell. Today went there, ordered the CALAMARI MUSSELS CHICKEN. The first thing i noticed: NO broccoli, the chicken pieces were super thin, the Alabama shake we ordered had more foam than the shake itself, even the rice was less in quantity. All in all, highly disappointing experience. When we informed the management about the mishap, they were sprouting ridiculous BS as if we customers are dumb af. Honestly, the proportions are really less than what you are actually paying for. You lost a regular customer.",Negative
15386,One word fantastic...Environment outstanding thanks Manhattan fish market...,Positive
15387,"Platter is disappointing. Individual dishes are ok, but costly. They should think about cost effectiveness.",Negative
15388,sex sex sex sex sex sex sex sex sex sex they wanted 40 characters,Positive
15389,good food with pleasing environment! :) love it...,Positive
15390,A very good place for family outing. Great food with looooots of variety..,Positive
15391,"the service is top notch!! even during the rush hour at iftar, they managed so well!! n the food is just awesome as always!! very much pleased!",Positive
15392,"I had very gud experience everytime I went dere. I jus luv dere dory fish and chips and Mussels. I tried dere salmon pasta , salmon chowder every item was delicious . Whenever I crave for fish items Manhattan fish market is my ultimate choice . During Ramadan as dere was too much crowd lyk everywhere else dey could not provide me my desired seats so dey apologised for like thousand times . They served us complimentary salmon chowder , iced tea , frozen yogurt . We went dere jus before 15mints of Iftar but dey arranged seats for us nd da way dey served was really overwhelming . I alwz luved dere dishes but from dat day um fan of dere amazing behaviour and service . �",Positive
15393,Love the place always for sea food. But plz stay connected with any food delivery apps. Coz can't come always but craving for the items.,Positive
15394,Really I just love their food and the presentation �,Positive
15395,Tummy full with super quality food and extra ordinary service,Positive
15396,"Didn't like their iftar platter called ""Mussel Island""",Negative
15397,"The excellence in leisure, it made us fantastic with it's native seafood cuisine.",Positive
15398,Food quality was good nd all stuff r well mannered....nyc environment also. Price is a bit higher but i think 4 ocassionally gud food nd place its worth it.,Positive
15399,Best sea foot in town...........................,Positive
15400,Too much expensive...need to more upgrade good and low price,Negative
15401,Best seafood restaurant..loved the place and the foods�,Positive
15402,Taste something different :D wanna go there again .�,Positive
15403,Fish fillet has no taste and flavour.. salads are bitter in taste..total wastage of money,Negative
15404,"Place,food and service is just great...hope they'll always like this...",Positive
15405,"Terrible experience today! Soup was cold, on our request they took them to reheat and this time it was even colder! Terribly disappointed. Not going there again, and definitely not recommended. #NotGoingThereAgain",Negative
15406,Food was tasty :) the grilled dory is just awesome and gummy bear is amazing.I liked their food so much.,Positive
15407,"Had the fish and chips, with the fried calamari as a starter. Excellent cuisine. I found the decor, ambiance, and the quality of the food and service very pleasing. I can say that it is one of the best sea food restaurant i have been to.",Positive
15408,Best seafood restaurant in Dhaka. Hands down. Keep it up. �,Positive
15409,"I always like sea food. their Quality of food & service is excellent, overall atmosphere is superb....really liked it !!!",Positive
15410,Best sea food... fish n chips was just amazing.. n best place to hangout with friends and family.. service was awesome..,Positive
15411,"Went to celebrate my nephew's birthday..each of us had different drinks (all of them are too good) then had mussels and salad for appetizers and for main course we had 2 BIG platters volcano and fried - both of them are excellent. Service, environment is 5/5 and the prices are within reach..we spent good ""value for money"" time over there :D",Positive
15412,Loved their food and best services � Good Luck... �,Positive
15413,Food was very nice. Great environment. Staffs were awesome. Though there are some areas which needs a delicate touch. Keep up the good work.,Positive
15414,its just awesome .....................i love their services,Positive
15415,I just love their food. Platters are perfect for one. Seafood comes with a comparatively reasonable price.,Positive
15416,Awesome place for seafood lovers. Wish to go there again and again,Positive
15417,Food is so good. Service is also excellent. Environment is also good,Positive
15418,"Excellent taste, price is a little bit high but its totally worth it.",Positive
15419,"best sea food in town. a bit expensive, but still more than worth it. keep up the good work.",Positive
15420,Food was yummy but little bit expensive.. liked it,Positive
15421,The Drinks were not good.Food was not up to the mark. Fish & Co is better than this.,Negative
15422,"I love this place. One of the best seafood experience I ever had in Dhaka. Even though a bit pricey, I loved the ambience and food. If you want to eat some tasty seafood and spend some quality time with your friends and family, it could be a good choice.",Positive
15423,I Like yuo,Positive
15424,"Simply Outstanding quality, ambience and taste. What impressed me most was their behavior",Positive
15425,"Had the signature fish n chips and tried different sides. Had a great celebration of my mom's birthday. Received complimentary ice-brownie from them. And the Manager, is an amazing person. Loved their hospitality.",Positive
15426,"Environment was cozy and warm reception. Food was hot and tasty. I would like to mention one name: ""Antor"" he has excellent customer service indeed. ��for him.",Positive
15427,We had a wonderful evening..the food was great..their service was great..really felt warm..overall excellent work guys!! Huge thumbs up!! Keep it up!! MAY ALLAH BLESS U !!,Positive
15428,Worst ever see food experience. I took their grilled platter priced tk 1100. Amount of food was totally unacceptable compared to the price and taste was bogus as well.,Negative
15429,It's a great place to try out good tasting sea food within 1k per persom. We had the shared fried platter and it filled 3 of us up quite well. Cost each of us around 800. The staff is hospitable and sweet.,Positive
15430,"Quality & Best Food , The service was very friendly and excellent #FeelGoodInc #BestSeaFood #TheManhattanFishMarket <3",Positive
15431,"Food, price and ambience are okay. Just take way too much time in delivering the food and showing up with the bill. A bit understaffed I guess.",Negative
15432,"Chose the fish n chips with calamari platter - loved it! The ambience, service everything was top notch! The calamari went a tad bit soggy (just a tiny bit) but the fish, oh the fish made up for everything. And loved the ice tea so much that I had go for a refill. Definitely will try out the place again :)",Positive
15433,Great food and service. Absolutely loved it. One of the service assistant was insisting to care for my freinds 8 months baby. Good on ya.. Good job guys..,Positive
15434,food is too good and also the service.. the mint drink was awesome!!!,Positive
15435,"Not going back again...though, they know manner & service was pretty good..",Negative
15436,Nothing to describe more when it deserves 5* rating from my side...:),Positive
15437,Yummyyyy and testey food!!!! I just loved it!!!!!,Positive
15438,"Fresh n tasty. Much better than fish n co. and others of its type - in term of taste, price and amount. Highly recommended. I am gonna visit again soon😊",Positive
15439,"delicious food, presentation excellent, stuff behave good. Lemon tea fata fati...you can share 1 set menu easily. i shall go 2nd time.",Positive
15440,"I am a keen foodie and experiencing joints,eatery and restaurants are my tryout hobby. But after visiting MFM I stopped going to other places for any change of taste as I am completely hooked with their mouth-watering quality food. Should get 10 in my opinion.",Positive
15441,Totally different taste ever I had. Everybody should check.,Positive
15442,This is my first time Experience . Food was excellent only for Fish lovers . and i am happy with it . Thank you.,Positive
15443,Amazing Sea food !!,Positive
15444,"Tasty sea food , nice ambience and cozy place. Loved it. Just need to upgrade the fried side specially the taste of the batter.",Positive
15445,Quick service and quality of food. High recommended :),Positive
15446,Loved the service and the food is out if the world!! ��,Positive
15447,Excellent place for international standard seafood. Expensive compared to typical seafood joints but affordable compared to five star seafood eateries in town.,Positive
15448,"Appetizing food, cordial servers and beautiful decor. Had a lovely dine out with family. All in all, great! Definitely recommending my friends and family.",Positive
15449,Food quality is amazing. Best seafood place in Bangladesh :),Positive
15450,I just love their food...it's worth of money.specially their any kind of soup...,Positive
15451,Best place for Sea Food...amazing environment with quality services in the town.,Positive
15452,The foods are soo delicious.... taste of grilled prawn was unreal :),Positive
15453,"Best sea food restaurant in Bangladesh, food was fantastic, service sequence very good..management responsible also.. over all highly recommended, maintain international food quality & ambience... just keep it up...",Positive
15454,Food was very fantastic and excellent service Its really no one sea food in dhaka,Positive
15455,The best seafood restaurant in town. The fish & chips is best fried item,Positive
15456,"My favorite Restaurant. Love everything about it. The food is brilliant too! The quality, the quantity, all are satisfactory to me. Keep it up! Will always come here whenever I'm given a choice!",Positive
15457,Best sea food in town.. their service and environment is also very good. Will definitely go there again and again.,Positive
15458,Tasty food. It's good to see they have maintained their quality.,Positive
15459,"overall it was good like environment,menu,decoration etc.",Negative
15460,Quality way down . :(,Negative
15461,"Excellent food with charming environment. Specially the waiters were well mannered and got managing ability towards the customers ... Loved the experience, will visit soon...",Positive
15462,Gummy bear! �,Positive
15463,The food was horrible & disaster!! I never ever recommend to anyone to go there.,Negative
15464,Food quality is poor.. :( & price is too high.. :\,Negative
15465,The food was good but I liked the sizzling Brownie with ice cream the most. Hoping to visit again.,Positive
15466,Good place... Good foods... Good stuffs...,Positive
15467,Horrible food. Served hard rice. Apparently there was a problem with the pressure cooker. Seriously? That's your excuse? Unacceptable,Negative
15468,Food we ordered was good... But customer service very poor,Negative
15469,Food was very testy and economy. Stuff also very friendly.,Positive
15470,Excellent food but service should be improved,Positive
15471,Food was ok... Place was dirty... Had flies swarming... Service was very slow,Negative
15472,"Best sea food place in Bangladesh. The batter is airy , crunchy and the fish is tender and bursting with flavour ... not gross and greasy like fish and co. Love love loveeeee this place ... <3",Positive
15473,Food was amazing and very good quality. Hats off to a very brave attempt to serve only fish to the consumer in Dhaka city. Keep it up.��,Positive
15474,Fabulous sea food ����� I just love the food,Positive
15475,Their food is quite good but I did not like their drinks.those were not refreshing and too thin.,Positive
15476,Far better than Fish and Co. I will certainly be visiting again and more. Loved the freshness and balance of the food.,Positive
15477,I really liked ur food... it was yummy. Environment was also good... obviously i must go there again,Negative
15478,"It's alright to serve food slowly, it's also alright to not be able to tend to the customers very attentively on a busy day. But members of the staff should try harder to help guest select items. I had a great meal but Dad enjoyed his less, because he wasn't advised well while ordering. On the other hand, the food is great, but there is room for improvement.",Negative
15479,Really great tastes of the fish fries also wasn't bored to eat the onion fried which aren't any typical onion rings at all.....dips are unlimited and so mouth watering in taste....last but not the least loved the crispy huge long french fries.....with a touch of perfect spices sprinkles.....which was really unbeatable by any other french fries honestly speaking....will go there AGAIN AND AGAIN....:),Positive
15480,awesome service with most fast delivery of food..i took curry as experimental cousine it was awesome..we love the interior n kitchen was so visible and clean that make us to visit again inshallah.kindly add some fresh juices in the menu as other ppl who suffer from diabetics can drink.,Positive
15481,I jst love eat here with my familier.... Difrence sea food is realy.... Yammmmmy....,Positive
15482,For the Fish lovers this is the best place in Dhaka city.,Positive
15483,"বড়ই বেদনাদায়ক! আগেতো এমন ছিলনা :( দিনে দিনে ফালতু হয়ে যাচ্ছে খাবারের মান কাস্টমার সার্ভিসও আগের থেকে খারাপ নাহ্, আর যাওয়া যাবেনা",Negative
15484,"Food was delicious with reasonable price, have good variety of taste & the total environment was congenial.",Positive
15485,Food was brilliant as well as the environment.. clever use of space and decoration. Overall a refreshing new experience from same old restaurant food menu's. Likely to give the restaurant many more visits in comming day's.,Positive
15486,"Good sea food in town within reasonable price , love the food love the service �",Positive
15487,The food was good. And the environment is actually like a fish market. Overall good experience.,Positive
15488,"Good food..... Good Environment, Good Decoration.",Positive
15489,Liked there food and we keep on going over and over .,Positive
15490,"the food is amazing, I loved it. but what made me give a 5 star is their amazing service. we had problem with our fried mushroom though our bowl was almost emty and we found sone of them we're undercooked. they immediately changed the whole platter and gave us a new one, we didn't have to ask for it.",Positive
15491,The service was extremely slow yet with good food. thats why giving them 3/5,Negative
15492,"Very expensive food but the quality of food is very poor. . I am pretty sure that, they cooked the food before, when customer ordered they just microwave the food",Negative
15493,"One of the best Fish restaurant I have experienced in Dhaka, including Food Quality, Taste and Service. A must recommended place if you love fishe items.",Positive
15494,"Food quality is poor . I was not happy at all. Everything was carelessly put on the table, menu is confusing, and the customer service is also very bad. i do not recommend this place at all.",Negative
15495,I really loved your food it was yummy specially fish and chips and also crunchy mashroom.and loved the place .Service is good.keep it up.,Positive
15496,Good.... But fried rice was not up to the mark... Fish items were excellent,Negative
15497,Awesome fish iteam..................................,Positive
15498,"Food was nice, environment was clam, Bhv was very good, Next time Ins Sha Allah... ✌✌✌",Positive
15499,we celebrated my brothers birthday there...the whole team was present there ..they all were wishing him and played a birthday song.... it meant a lot to my brother...he said he felt so special... !! :D and it was his best birthday surprise..! and about the food..it was awesome..!the place and environment is so soothing...we will definitely come again.. :D :D,Positive
15500,Their dishes give totally different taste.They are very good at service & they are friendly also .If anyone wants to have different experience I recommend to take a look & see around.,Positive
15501,Excellent quality of sea food. Nice place to hang out. A very beautifully decorated restaurant. Very very friendly service. Love you guys. . :),Positive
15502,food was tasty. service was really good.,Positive
15503,"A good place for fish, clams and mussel lovers. Very good in service.",Positive
15504,"Small portion, lot less actual fish, noting special in taste--very very low value...",Negative
15505,Had a sudden dinner there last night....was very happy with there service & food was really yumm...wish to visit there soon again! ☺,Positive
15506,☑ Decor ☑ Ambiance ☑ Friendly & Well behaved Staff ☑ No fish smell inside the restaurant unlike fish & co ☑ Super delicious mouth licking taste... ☑ Fast serving (Got our food in 10 minutes instead of the estimated 17) Hopefully you can keep this up! Will definitely be back soon. Thanks.,Positive
15507,"On my first visit, the servers made a small mistake in the order. The owner provided his business card and promised to make up for the mistake. On my next visit, my entire meal was provided free of cost. This is what SERVICE truly means. I must say I'm very impressed.",Positive
15508,Fish & co is better & food quantity also good in fish & Co ovarelly Fish & co expensive but good.,Negative
15509,I really enjoyed the food here but I was disappointed with the calamari. Half of the bowl (which was quite small in itself) was filled with fried vegetables so we basically we literally got about 6/7 pieces o calamari for a price of around 300tk. Flavour wise everything was amazing,Negative
15510,Food was not so good. Service was quite slow. Giving 2 stars because the staff was very nice.,Negative
15511,Good Hospitality and Management. And obviously tasty food.,Positive
15512,Quality doesn't go with prices,Negative
15513,we really enjoyed the food !!! service was excellent !! :D,Positive
15514,"It's been great to visit the place and this kinda seafood restaurant in Dhaka.. Great food, great place!",Positive
15515,"Great environment xclnt stuff , the management is superb.,food quality is awsum....price is reasonable...they have successfully maintained the international quality...hope they reach their optimum level",Positive
15516,Food was good. But their service disappointed me. We were screaming for excusing us but nobody gave a damn about it. They took more than 1 hour to serve.,Negative
15517,"Everything was excellent about this place. The decoration was nice, clean and comfy. The waitstaff were helpful, attentive and prompt. Food was well cooked, perfectly spiced up and tasty. In my opinion, Manhattan is currently the best fish joint in town.",Positive
15518,Loved the food & service was wonderful...,Positive
15519,I love Manhattan Fish Market. It's really fantastic seafood,Positive
15520,What can I say? Expensive true but what they serve is beyond what you could expect from a top quality restaurant of BD.,Positive
15521,Loved the service and of course the food. The food was amazing. It was superbly tasty and can't ignore the fantastic service and hospitality by the manager Parvez here... Can't wait for the grand opening to try more of their mouth watering food. Try their fresh fish and the fried calamari... It's to die for. We were very humbly offered some complimentary drinks and dessert which tasted heavenly... Seriously just amazing ... Left really happy and our tummies full of delicious food,Positive
15522,Had an amazing evening here. I loved their happy meal offer. Ambience is excellent and I am happy with their service! they served the food quite fast and it was fresh aswel. Would love to come here again. MFM Bangladesh Seafood Restaurant,Positive
15523,"Go go.....MFM Bangladesh,,, I love MFM Don't judge a book by its cover but u can tell its a good fish By its scales",Positive
15524,Great food & great environment,Positive
15525,Hope it will cater the best choice of sea food demand in Bangladesh eaters.,Positive
15526,"For the first time, I have ordered two pizzas for home delivery. When they arrived, there was a terrible smell from the chicken one (Mexican Hot). Maybe it was their misplaced extra topping that made it worse as I ordered for extra cheese and not a buck-load of mushrooms. The beef one (Beef Bolognese) had no pepperoni on it. Moreover, the cheese they put felt dry & dusty and the dough felt real hard to swallow. Subpar ingredients, false advertisements ??........ maybe, maybe ... Lesson well learnt. Ramadan is definitely not an apt time to order comfort food. I consider myself simply, unlucky in this gamble.",Negative
15528,"We ordered their bowl-less pasta which is quite hyped these days. We had to wait for over 30 mins and their waiters were acting like the last nabab of bengal and it was hard to get their attention but everything was compensated when the food arrived. The pasta was exquisite, well cooked pasta mixed with few pieces of chicken and sausage with a well balanced sauce and cheese, the crust was crunchy and went quite well with the cream, cheese and other bits as well. Overall the whole thing was a beautiful package of bursting tastes that will explode in your mouth. To me, the food of a restaurant has the highest priority that's why I had to give it 5 stars, if i take their service into consideration, I might have given them 0. Happy fooding all!",Positive
15530,Their service is poor. Waiter doesn't know which pasta is which. When we ordered a pasta first we found a hair on it and he hesitated to change it although we got a new one later.,Negative
15532,worst service I've ever seen and top of that food wasn't good too. pure waste of time and money,Negative
15534,"� Worst experience of a lifetime in Dhanmondi! Iftar platers are costly! They serve the worst pasta ever! In short, I’m done with you guys & never returning again!",Negative
15536,Bullshit service. Absolutely hated it. They kept me waiting for more than half an hour for just one burger. They don't even talk to the customers properly and mostly they don't have any responsibility. They don't even care . Worst resturant ever.,Negative
15538,"Bullshit service, food took 40 minutes to be served, waiters ill mannered and importantly the food was absolutely disgusting",Negative
15540,If there was something below 1 star would've given that waited for more than hour but food was never served. we ordered the pasta but their oven apparently broke down however it was fine for preparing pizza for other customers . Worst service ever. REPEAT NEVER GO THERE,Negative
15542,"We ordered Pizza and burger , no complaint with foods , but waiters' behaviour was too much unprofessional that it makes me to rate them 1 . They took 1 hr to surve two Pizzas instead of 25 mins and they couldn't even surve sauce within time...",Negative
15544,"Good food, Bad service. We ordeded their bowl-less pasta. Taste is very good. But we wait more than 40 minutes. Decoration was good. If i gave review on service than it will be 0.",Positive
15546,"���� I love gamblers, coz Offer was good and the taste of the pizza was good as well as the environment. ... Me and my family also love gemblers...�����",Positive
15548,Worst service and worst food quality,Negative
15550,I am a pasta person.but which dish they serve It doesn't fall in an pasta in any category. The most worst pasta i have ever tried.Yakh...I don't wanna remember this horrible pasta experience....,Negative
15552,I just loved the bowl of pasta and the plate of chowmin. Service ta ektu deri silo. But khabar eto Josh silo vulei gesi. Amr chance Pele gamblersei jabo. Thank you gamblers!!!,Positive
15554,Over all the place environment was good.. and the food was qualitifulw��,Positive
15556,The food was extremely good��� Can't stop me to rate it�,Positive
15558,Food was good.....but interior wasn't up to the mark...work on the interior,Negative
15560,Their service is so bad... yesterday we ordered a pizza..and had to wait for one hour.not only this they served cold pizza also ...worst experience. �,Negative
15561,"Serve - not good (we had to wait 25~30 min for our order and 15 for our bill ) Food - Good (Pizza BBQ & 4 Season, Liked the crust 😊) Environment - Good ( we had a good time)",Negative
15562,"I tried the 10"" BBQ pizza & 4 season pizz during offer at 699/-(+VAT) and it was best offer ever.",Positive
15563,This place Is Awesome ���,Positive
